activity_id,viewer_id,movie_id,watch_date,platform,watch_duration_min,completion_rate,rewatched,device_type
431,420,2,2024-10-07,WebBrowser,121,0.88,0,Desktop
432,1518,14,2025-02-11,MobileApp,83,0.77,0,Desktop
433,1799,8,2025-02-07,MobileApp,145,0.93,0,Desktop
434,1906,3,2025-01-01,SmartTV,65,0.42,0,Tablet
435,1407,11,2025-04-07,MobileApp,86,0.61,1,Desktop
436,1737,13,2025-02-19,WebBrowser,53,0.42,0,Desktop
437,921,8,2024-06-12,WebBrowser,100,0.64,0,Mobile
438,1434,6,2024-07-02,MobileApp,87,0.58,1,Desktop
439,32,13,2024-12-04,TabletApp,114,0.84,0,Desktop
440,1289,2,2024-11-26,StreamMax,57,0.53,1,TV
441,687,1,2025-03-04,SmartTV,99,0.99,0,Desktop
442,1071,10,2025-04-30,StreamMax,92,0.84,1,Desktop
443,815,3,2025-01-20,TabletApp,77,0.83,0,TV
444,1277,2,2025-04-08,StreamMax,106,0.68,1,Desktop
445,78,14,2024-11-17,TabletApp,100,0.86,0,TV
446,598,6,2025-04-28,TabletApp,51,0.39,0,Mobile
447,581,8,2024-11-25,TabletApp,97,0.62,0,Mobile
448,904,10,2024-07-17,MobileApp,60,0.55,1,Tablet
449,979,6,2024-09-09,StreamMax,75,0.68,1,Tablet
450,1598,3,2024-07-10,WebBrowser,93,0.97,0,Tablet
451,308,5,2025-04-16,TabletApp,100,0.7,0,Desktop
452,266,12,2024-11-11,WebBrowser,74,0.66,1,Mobile
453,1090,11,2024-11-10,WebBrowser,68,0.78,0,Desktop
454,1425,5,2024-10-16,WebBrowser,123,0.92,0,TV
455,1166,9,2024-06-20,MobileApp,32,0.32,0,Desktop
456,702,11,2024-12-09,TabletApp,54,0.49,0,Tablet
457,723,2,2025-04-10,MobileApp,60,0.51,0,TV
458,1701,11,2024-09-22,TabletApp,101,0.91,1,Mobile
459,337,4,2024-10-12,MobileApp,46,0.36,0,TV
460,1910,10,2025-02-03,WebBrowser,55,0.42,0,Desktop
461,1207,5,2024-09-22,SmartTV,105,0.91,0,TV
462,1763,1,2025-02-14,SmartTV,51,0.37,0,Tablet
463,1959,7,2024-12-15,StreamMax,123,0.96,0,Tablet
464,589,11,2024-10-12,SmartTV,51,0.46,0,Mobile
465,1831,13,2025-02-18,StreamMax,85,0.88,1,Tablet
466,408,1,2025-02-23,TabletApp,114,0.88,0,Mobile
467,746,1,2025-01-12,StreamMax,77,0.53,0,TV
468,444,2,2024-08-28,WebBrowser,64,0.56,0,Mobile
469,873,2,2025-01-16,StreamMax,83,0.9,1,TV
470,307,14,2025-04-26,StreamMax,106,0.86,0,TV
471,785,1,2025-04-12,TabletApp,69,0.67,0,Mobile
472,1710,8,2024-08-07,SmartTV,73,0.83,0,Desktop
473,1079,12,2025-03-13,WebBrowser,118,0.9,0,Desktop
474,1142,14,2025-01-06,TabletApp,76,0.59,0,Tablet
475,573,7,2024-10-31,WebBrowser,94,0.9,0,TV
476,1830,15,2024-10-22,TabletApp,89,0.68,0,TV
477,650,11,2025-04-11,MobileApp,76,0.5,0,Mobile
478,1664,15,2025-01-06,MobileApp,90,0.99,1,Mobile
479,88,13,2024-08-19,MobileApp,116,0.86,0,Desktop
480,485,1,2024-08-07,SmartTV,89,0.88,1,Mobile
481,664,2,2024-11-22,MobileApp,98,0.64,0,Tablet
482,374,7,2024-07-22,TabletApp,62,0.5,0,Tablet
483,1270,5,2025-02-07,WebBrowser,46,0.4,0,Tablet
484,600,10,2025-04-26,MobileApp,51,0.59,0,Desktop
485,590,14,2024-09-16,TabletApp,92,0.96,0,Desktop
486,1655,10,2024-07-25,StreamMax,91,0.82,0,Desktop
487,1322,13,2024-06-04,StreamMax,73,0.74,0,Mobile
488,1065,13,2024-10-04,MobileApp,88,0.59,0,Tablet
489,1091,4,2024-08-24,TabletApp,116,0.84,0,Tablet
490,371,1,2024-11-27,TabletApp,69,0.52,0,Tablet
491,317,1,2025-03-20,MobileApp,123,0.96,0,Tablet
492,1347,5,2025-03-11,WebBrowser,47,0.47,0,Desktop
493,1967,10,2024-08-01,StreamMax,82,0.75,0,Desktop
494,1613,2,2024-09-20,StreamMax,105,0.95,0,Desktop
495,1957,1,2025-03-18,WebBrowser,108,0.94,1,Mobile
496,1638,10,2024-11-15,SmartTV,73,0.76,0,Desktop
497,342,2,2024-11-14,TabletApp,90,0.76,1,Desktop
498,1925,3,2024-11-05,WebBrowser,50,0.49,0,Tablet
499,1808,10,2025-02-08,SmartTV,62,0.45,0,Mobile
500,535,8,2024-10-08,TabletApp,105,0.7,0,Mobile
501,916,2,2025-04-06,StreamMax,126,0.88,0,Desktop
502,332,6,2024-06-29,TabletApp,77,0.53,1,Mobile
503,1450,2,2024-11-15,MobileApp,61,0.4,0,Mobile
504,1542,12,2024-07-21,WebBrowser,52,0.39,0,Mobile
505,355,7,2024-06-20,TabletApp,111,0.92,0,Tablet
506,1037,7,2025-03-19,SmartTV,69,0.61,0,TV
507,1306,2,2025-03-01,StreamMax,55,0.58,0,TV
508,484,15,2024-12-16,StreamMax,96,0.75,0,TV
509,334,12,2024-09-16,StreamMax,90,0.91,0,Desktop
510,1495,11,2025-03-28,StreamMax,74,0.82,0,Tablet
511,1778,3,2025-02-17,StreamMax,48,0.43,0,Tablet
512,1407,1,2025-03-31,MobileApp,66,0.65,0,Desktop
513,237,10,2024-09-15,WebBrowser,59,0.41,0,Desktop
514,1241,1,2025-02-18,MobileApp,60,0.58,0,Mobile
515,1481,6,2024-11-23,WebBrowser,117,0.76,1,Desktop
516,1530,14,2024-09-18,WebBrowser,36,0.33,0,Desktop
517,1353,7,2024-08-31,TabletApp,78,0.62,0,TV
518,185,1,2025-03-13,MobileApp,120,0.78,1,Mobile
519,669,8,2024-08-08,WebBrowser,50,0.41,0,Desktop
520,752,10,2024-11-27,StreamMax,77,0.81,1,Desktop
521,1166,10,2025-04-02,StreamMax,81,0.54,0,Desktop
522,243,15,2024-08-12,SmartTV,69,0.49,0,TV
523,1562,5,2024-08-06,SmartTV,40,0.45,1,Desktop
524,987,1,2024-06-28,WebBrowser,59,0.55,0,Tablet
525,341,3,2025-04-03,StreamMax,105,0.73,0,Mobile
526,267,5,2024-08-04,StreamMax,139,0.9,0,TV
527,325,14,2025-04-20,SmartTV,87,0.75,0,Mobile
528,1262,1,2024-12-03,TabletApp,87,0.58,1,Tablet
529,1829,5,2024-11-05,WebBrowser,99,0.74,0,TV
530,871,5,2024-08-28,WebBrowser,115,0.96,1,Desktop
531,515,12,2025-01-23,StreamMax,61,0.6,0,Mobile
532,1054,11,2024-08-02,WebBrowser,30,0.33,0,Mobile
533,566,6,2024-07-17,TabletApp,90,0.64,0,Mobile
534,1664,7,2024-12-05,TabletApp,64,0.61,0,Mobile
535,1443,15,2024-07-02,TabletApp,70,0.62,0,Tablet
536,111,1,2025-01-23,StreamMax,104,0.8,1,TV
537,1087,5,2024-10-20,WebBrowser,72,0.64,0,Desktop
538,1158,1,2025-01-09,TabletApp,67,0.43,0,Tablet
539,880,6,2025-04-02,MobileApp,43,0.48,0,Mobile
540,1375,4,2024-09-11,WebBrowser,77,0.72,1,Tablet
541,895,13,2024-08-16,TabletApp,34,0.36,0,Desktop
542,973,10,2024-06-10,WebBrowser,39,0.32,0,Mobile
543,677,3,2025-04-17,StreamMax,68,0.71,0,Tablet
544,255,9,2024-10-08,TabletApp,39,0.33,0,Mobile
545,1153,12,2025-04-20,SmartTV,69,0.79,0,Mobile
546,353,3,2024-06-22,StreamMax,72,0.48,1,TV
547,1225,8,2025-02-10,TabletApp,131,0.95,0,Tablet
548,1328,8,2024-07-04,StreamMax,63,0.44,1,Tablet
549,1536,8,2024-10-28,StreamMax,50,0.37,0,Tablet
550,101,3,2025-02-04,MobileApp,78,0.64,0,Desktop
551,895,11,2024-09-02,TabletApp,68,0.45,0,Mobile
552,914,15,2024-06-08,MobileApp,42,0.35,1,Desktop
553,957,1,2024-06-27,MobileApp,136,0.87,0,Tablet
554,325,1,2024-06-15,StreamMax,91,0.76,1,Mobile
555,1402,2,2025-04-11,TabletApp,106,0.7,0,Desktop
556,172,14,2025-01-14,TabletApp,151,0.97,0,TV
557,1041,14,2024-06-16,TabletApp,84,0.87,1,TV
558,284,3,2024-08-22,SmartTV,120,0.83,0,Desktop
559,902,8,2025-02-15,TabletApp,49,0.56,0,Mobile
560,96,2,2025-01-01,StreamMax,93,0.63,1,Desktop
561,779,12,2025-03-16,StreamMax,50,0.36,0,Mobile
562,1047,14,2025-02-11,MobileApp,93,0.77,0,Tablet
563,1034,7,2024-08-17,TabletApp,85,0.62,1,Tablet
564,103,9,2024-10-15,MobileApp,43,0.33,0,TV
565,182,14,2025-03-25,WebBrowser,79,0.6,0,Desktop
566,582,1,2025-03-11,WebBrowser,89,0.69,0,Tablet
567,1760,8,2025-04-25,StreamMax,72,0.58,1,Tablet
568,580,10,2025-04-09,MobileApp,87,0.56,0,Tablet
569,928,1,2025-02-17,WebBrowser,49,0.52,0,TV
570,292,1,2024-08-21,WebBrowser,65,0.55,0,Desktop
571,1982,1,2025-03-21,SmartTV,112,0.97,0,Desktop
572,1803,8,2025-01-10,WebBrowser,48,0.4,0,Tablet
573,140,8,2025-01-04,StreamMax,30,0.32,0,Desktop
574,232,15,2025-03-28,SmartTV,110,0.93,0,Desktop
575,1789,15,2024-09-13,MobileApp,80,0.8,0,Tablet
576,700,14,2024-09-04,SmartTV,92,0.99,0,Mobile
577,1597,5,2024-06-12,SmartTV,125,0.94,0,Tablet
578,256,1,2025-04-12,StreamMax,47,0.37,1,TV
579,1614,3,2025-03-18,WebBrowser,56,0.59,0,Tablet
580,1908,14,2024-07-04,SmartTV,87,0.84,0,Mobile
581,1959,7,2024-06-02,TabletApp,133,0.91,0,TV
582,555,1,2024-12-29,SmartTV,116,1.0,0,Tablet
583,1940,8,2024-10-14,TabletApp,106,0.68,1,Desktop
584,1192,10,2024-12-20,WebBrowser,124,0.79,0,Tablet
585,1411,8,2024-07-17,SmartTV,64,0.53,1,Mobile
586,1257,1,2024-08-09,WebBrowser,74,0.78,1,Desktop
587,782,10,2024-06-23,WebBrowser,53,0.55,0,Mobile
588,1221,2,2025-03-03,MobileApp,114,0.83,0,Desktop
589,1453,5,2025-04-28,TabletApp,59,0.39,0,TV
590,777,8,2025-02-04,TabletApp,28,0.31,0,TV
591,612,11,2025-02-27,MobileApp,117,0.98,0,Tablet
592,1398,15,2024-10-19,WebBrowser,121,0.85,0,Mobile
593,893,3,2024-10-13,SmartTV,52,0.41,0,TV
594,908,6,2024-11-22,TabletApp,61,0.68,0,TV
595,1976,11,2024-09-22,TabletApp,65,0.43,0,Desktop
596,1603,2,2024-12-07,WebBrowser,66,0.48,0,Desktop
597,690,11,2024-10-27,SmartTV,46,0.34,0,TV
598,110,2,2024-06-05,MobileApp,112,0.79,1,Mobile
599,603,1,2024-09-01,WebBrowser,122,0.86,0,Tablet
600,276,3,2024-11-09,StreamMax,100,0.73,0,Desktop
601,205,3,2024-07-18,SmartTV,85,0.56,0,Tablet
602,13,15,2025-03-02,TabletApp,45,0.31,0,Tablet
603,1013,6,2025-03-14,MobileApp,38,0.39,0,TV
604,1609,6,2024-06-07,WebBrowser,115,0.95,0,Tablet
605,1747,11,2024-08-24,StreamMax,106,0.75,0,Mobile
606,110,14,2024-09-13,WebBrowser,78,0.67,0,Tablet
607,1206,4,2024-12-15,StreamMax,141,0.91,0,TV
608,1302,15,2024-08-26,TabletApp,67,0.56,0,Desktop
609,1142,1,2024-09-28,SmartTV,123,0.92,0,Tablet
610,1337,2,2024-12-06,SmartTV,73,0.5,0,Desktop
611,158,12,2024-07-28,MobileApp,44,0.4,1,Tablet
612,1101,3,2025-04-11,TabletApp,126,0.84,0,Mobile
613,1846,6,2024-12-21,SmartTV,98,0.83,0,Desktop
614,63,6,2024-09-07,WebBrowser,141,0.91,0,Mobile
615,725,14,2024-06-07,StreamMax,72,0.76,0,Tablet
616,1694,15,2024-06-22,StreamMax,53,0.48,0,Desktop
617,1117,3,2025-02-13,TabletApp,107,0.88,1,TV
618,1805,12,2024-11-04,TabletApp,31,0.31,0,Tablet
619,1035,6,2024-10-25,WebBrowser,63,0.66,0,Desktop
620,521,3,2024-12-02,StreamMax,68,0.48,1,Desktop
621,1801,12,2024-12-03,TabletApp,115,0.78,0,Tablet
622,1132,10,2024-07-25,MobileApp,39,0.31,0,Mobile
623,935,1,2025-02-13,TabletApp,79,0.66,0,Tablet
624,1081,15,2025-02-19,SmartTV,79,0.84,1,TV
625,1440,6,2024-08-08,SmartTV,89,0.89,1,Desktop
626,477,2,2024-06-19,WebBrowser,136,0.87,0,Desktop
627,1853,3,2024-09-13,TabletApp,102,0.88,0,Desktop
628,1623,2,2024-07-23,TabletApp,41,0.41,0,Tablet
629,322,14,2025-03-18,TabletApp,49,0.45,1,Mobile
630,1141,10,2024-09-17,StreamMax,43,0.42,1,Mobile
631,360,2,2024-06-02,WebBrowser,47,0.31,0,Tablet
632,1864,1,2024-06-16,WebBrowser,110,0.74,0,Mobile
633,388,12,2024-12-08,SmartTV,56,0.57,0,Desktop
634,593,14,2024-11-11,TabletApp,73,0.75,0,Mobile
635,566,11,2025-01-02,MobileApp,134,0.85,0,TV
636,1206,5,2024-11-09,StreamMax,88,0.88,0,Mobile
637,1540,6,2024-12-24,SmartTV,82,0.94,1,TV
638,1951,14,2025-03-29,SmartTV,55,0.57,0,Mobile
639,1992,6,2024-12-17,StreamMax,59,0.6,0,Tablet
640,613,14,2024-07-15,SmartTV,92,0.8,0,Tablet
641,206,7,2024-12-22,TabletApp,89,0.73,0,Mobile
642,1151,5,2024-09-08,MobileApp,94,0.6,0,Desktop
643,1487,5,2025-03-18,MobileApp,97,0.7,0,Tablet
644,1082,11,2024-09-28,TabletApp,104,0.68,0,Tablet
645,149,11,2024-12-04,MobileApp,45,0.32,0,Mobile
646,1837,8,2024-12-11,MobileApp,37,0.32,0,Mobile
647,1805,1,2024-12-01,TabletApp,149,0.97,0,Desktop
648,620,5,2024-07-11,TabletApp,60,0.69,0,Desktop
649,1606,14,2025-01-23,SmartTV,84,0.55,1,Mobile
650,936,6,2024-10-27,WebBrowser,82,0.79,0,Desktop
651,198,11,2025-03-05,MobileApp,121,0.77,0,Tablet
652,893,14,2024-10-15,TabletApp,44,0.42,1,TV
653,153,7,2025-01-17,SmartTV,41,0.34,0,Desktop
654,1134,1,2024-11-25,SmartTV,52,0.56,0,Desktop
655,1184,1,2025-04-22,TabletApp,49,0.56,0,Mobile
656,818,1,2024-09-21,SmartTV,130,0.93,1,Tablet
657,1695,1,2025-04-21,TabletApp,69,0.63,0,TV
658,1814,13,2024-10-22,WebBrowser,29,0.3,0,Desktop
659,537,1,2025-01-18,WebBrowser,49,0.47,0,TV
660,135,1,2024-07-01,StreamMax,91,0.96,0,TV
661,1251,15,2024-08-31,StreamMax,89,0.89,0,Tablet
662,1803,1,2024-06-23,StreamMax,66,0.46,1,Desktop
663,68,2,2025-01-23,TabletApp,50,0.35,0,Mobile
664,991,1,2024-10-10,TabletApp,87,0.88,0,TV
665,671,8,2024-10-29,TabletApp,48,0.46,0,Tablet
666,1174,8,2024-09-18,SmartTV,127,0.91,0,TV
667,968,3,2024-07-30,TabletApp,58,0.59,0,Desktop
668,415,15,2024-11-07,MobileApp,85,0.87,1,Mobile
669,681,1,2025-04-10,MobileApp,95,0.69,0,Mobile
670,608,6,2024-09-18,WebBrowser,131,0.98,0,Desktop
671,1881,4,2024-08-17,WebBrowser,56,0.59,1,Tablet
672,880,1,2025-01-16,MobileApp,69,0.44,1,TV
673,1907,14,2025-03-05,SmartTV,102,0.65,1,TV
674,784,11,2025-04-19,WebBrowser,123,0.98,1,Mobile
675,109,4,2025-01-15,StreamMax,107,0.87,0,Tablet
676,722,8,2024-07-11,MobileApp,75,0.55,0,Desktop
677,20,10,2025-04-01,SmartTV,41,0.32,0,Tablet
678,634,8,2024-06-15,MobileApp,77,0.77,0,Mobile
679,948,15,2025-02-15,TabletApp,96,0.96,1,Mobile
680,1650,1,2024-10-30,StreamMax,83,0.61,0,Desktop
681,49,1,2024-12-25,SmartTV,65,0.56,1,TV
682,171,10,2024-08-30,MobileApp,98,1.0,0,TV
683,1844,11,2025-03-17,StreamMax,52,0.55,0,Tablet
684,1433,10,2024-06-26,SmartTV,36,0.36,0,Desktop
685,711,14,2025-03-29,StreamMax,62,0.48,0,Mobile
686,1009,14,2024-07-22,MobileApp,94,0.84,0,Mobile
687,1451,14,2025-03-30,MobileApp,70,0.77,0,Mobile
688,805,1,2024-10-26,StreamMax,93,0.74,0,Mobile
689,714,1,2024-08-04,StreamMax,129,0.91,0,TV
690,1112,1,2024-11-01,SmartTV,109,0.94,1,Desktop
691,736,14,2024-11-25,SmartTV,98,0.83,0,TV
692,741,1,2025-01-08,TabletApp,88,0.59,1,Mobile
693,815,8,2025-03-20,StreamMax,94,0.6,0,Tablet
694,978,10,2024-10-13,WebBrowser,38,0.33,0,Desktop
695,1959,10,2024-09-20,SmartTV,94,0.76,0,TV
696,43,13,2024-06-02,WebBrowser,83,0.57,0,Desktop
697,17,4,2024-09-20,StreamMax,54,0.41,0,Desktop
698,642,15,2024-10-09,MobileApp,53,0.39,0,Tablet
699,377,7,2025-03-26,TabletApp,37,0.34,0,Desktop
700,454,2,2024-11-05,StreamMax,53,0.53,0,Mobile
701,1318,8,2025-01-02,SmartTV,82,0.89,0,Tablet
702,498,7,2024-06-08,StreamMax,41,0.41,0,Tablet
703,279,2,2025-04-12,SmartTV,117,0.95,1,Tablet
704,1795,4,2025-03-16,WebBrowser,108,0.69,0,Desktop
705,1216,1,2025-03-31,MobileApp,106,0.84,0,Desktop
706,493,14,2025-01-01,StreamMax,84,0.77,1,Desktop
707,725,6,2025-02-22,WebBrowser,51,0.43,1,Mobile
708,259,10,2024-06-01,StreamMax,95,0.94,1,Desktop
709,1540,2,2025-03-09,WebBrowser,33,0.3,0,Desktop
710,1629,1,2025-04-08,StreamMax,88,0.81,0,Mobile
711,1864,7,2025-02-06,TabletApp,108,0.81,0,Mobile
712,1031,11,2025-01-10,SmartTV,60,0.45,0,Mobile
713,1804,10,2024-11-08,WebBrowser,102,0.7,0,Mobile
714,1059,5,2024-06-23,MobileApp,104,0.8,0,Desktop
715,769,1,2025-04-08,TabletApp,146,0.96,0,Desktop
716,566,11,2024-11-17,StreamMax,123,0.97,0,Desktop
717,1545,1,2025-01-31,MobileApp,38,0.41,0,TV
718,1281,7,2024-09-26,StreamMax,41,0.39,0,TV
719,571,3,2024-09-17,StreamMax,125,0.81,0,TV
720,1456,8,2024-09-09,StreamMax,82,0.79,0,Desktop
721,568,15,2024-08-16,MobileApp,46,0.45,0,Tablet
722,1906,4,2024-08-05,MobileApp,79,0.79,0,Desktop
723,1591,1,2024-08-06,WebBrowser,55,0.59,0,Desktop
724,1690,1,2025-04-12,WebBrowser,103,0.72,0,Tablet
725,197,14,2025-04-09,StreamMax,70,0.68,0,Desktop
726,184,15,2024-12-30,WebBrowser,75,0.78,0,Mobile
727,326,13,2025-03-26,MobileApp,127,0.82,0,Mobile
728,1725,3,2025-03-05,TabletApp,83,0.87,0,Desktop
729,167,1,2024-09-12,TabletApp,52,0.59,0,Tablet
730,755,7,2024-12-31,WebBrowser,122,0.89,1,Mobile
731,1435,5,2024-12-19,TabletApp,93,0.95,0,Tablet
732,124,5,2024-11-03,SmartTV,85,0.71,0,Tablet
733,802,15,2024-09-09,MobileApp,87,0.78,0,TV
734,1326,1,2025-04-06,MobileApp,81,0.56,0,Desktop
735,889,5,2024-07-31,SmartTV,38,0.36,0,Tablet
736,1884,9,2024-11-23,SmartTV,123,0.96,0,Mobile
737,1742,9,2025-02-18,TabletApp,69,0.75,0,Mobile
738,1906,10,2024-12-26,SmartTV,47,0.4,1,Mobile
739,1170,8,2024-12-12,TabletApp,54,0.48,0,Desktop
740,1475,13,2024-10-23,SmartTV,106,0.96,0,TV
741,461,7,2024-10-04,StreamMax,54,0.48,1,Desktop
742,1447,1,2024-12-05,StreamMax,93,0.67,0,TV
743,957,5,2024-12-17,WebBrowser,114,0.94,0,Tablet
744,1459,5,2024-10-16,MobileApp,105,0.81,0,Desktop
745,1156,6,2025-01-28,WebBrowser,120,0.99,0,Tablet
746,131,15,2025-01-07,MobileApp,55,0.45,0,TV
747,46,3,2025-03-02,TabletApp,70,0.79,0,TV
748,1669,6,2024-11-22,TabletApp,59,0.43,0,TV
749,814,8,2024-11-02,StreamMax,98,0.89,1,Desktop
750,1782,1,2025-02-17,SmartTV,86,0.84,0,Mobile
751,586,14,2024-06-27,TabletApp,121,1.0,0,Desktop
752,323,11,2024-12-30,SmartTV,109,0.87,1,Desktop
753,115,10,2025-01-18,WebBrowser,81,0.7,0,Mobile
754,1323,1,2024-08-02,MobileApp,89,0.67,0,Mobile
755,1495,1,2025-03-09,SmartTV,75,0.61,0,TV
756,1348,12,2024-10-22,WebBrowser,90,0.82,1,Tablet
757,1729,2,2025-04-30,StreamMax,138,0.92,0,Desktop
758,336,8,2025-04-28,TabletApp,86,0.95,0,TV
759,1681,13,2024-08-15,WebBrowser,66,0.46,0,Tablet
760,664,5,2024-12-26,StreamMax,63,0.43,0,Mobile
761,96,8,2025-04-19,WebBrowser,84,0.79,1,Mobile
762,1918,1,2025-03-08,StreamMax,70,0.76,0,Desktop
763,1398,6,2024-08-31,SmartTV,77,0.81,0,Tablet
764,1937,9,2024-09-08,TabletApp,34,0.38,0,Mobile
765,446,11,2024-12-21,WebBrowser,66,0.67,1,Mobile
766,406,2,2024-12-11,MobileApp,97,0.74,0,Tablet
767,1477,1,2024-06-14,MobileApp,64,0.43,0,TV
768,722,15,2024-09-18,MobileApp,99,0.94,0,Tablet
769,1262,2,2024-09-06,StreamMax,102,0.93,0,Tablet
770,1697,10,2024-09-22,MobileApp,98,0.85,0,Tablet
771,717,1,2024-06-18,TabletApp,33,0.36,1,Mobile
772,797,7,2025-04-07,TabletApp,66,0.65,1,Desktop
773,203,5,2024-06-08,WebBrowser,68,0.64,0,Desktop
774,1144,14,2025-03-14,StreamMax,82,0.74,1,Tablet
775,1725,9,2025-04-19,TabletApp,72,0.6,1,Tablet
776,665,6,2025-01-13,MobileApp,86,0.83,0,Desktop
777,313,15,2024-08-12,StreamMax,148,0.97,0,TV
778,316,2,2024-11-25,MobileApp,73,0.69,0,TV
779,773,5,2024-09-02,MobileApp,113,0.87,0,Mobile
780,497,14,2025-04-22,MobileApp,126,0.85,0,Mobile
781,557,7,2024-12-21,SmartTV,117,0.78,0,Desktop
782,1371,1,2025-03-13,TabletApp,98,0.96,0,Mobile
783,147,13,2024-09-21,WebBrowser,92,0.84,0,TV
784,470,9,2025-03-20,SmartTV,130,0.88,0,TV
785,1620,10,2025-01-30,SmartTV,42,0.33,0,Desktop
786,1352,14,2024-07-05,SmartTV,79,0.56,0,TV
787,557,3,2024-06-09,TabletApp,69,0.7,0,Desktop
788,924,8,2025-03-08,StreamMax,72,0.65,0,Mobile
789,38,12,2024-10-08,StreamMax,45,0.42,0,Tablet
790,1493,1,2025-01-10,WebBrowser,114,0.96,1,Tablet
791,1161,6,2025-04-28,TabletApp,57,0.62,1,Tablet
792,338,2,2025-01-05,MobileApp,95,0.64,0,Desktop
793,1336,1,2024-12-17,TabletApp,41,0.32,1,Tablet
794,861,8,2024-11-28,TabletApp,53,0.47,1,TV
795,1235,2,2024-07-17,SmartTV,100,0.74,0,Mobile
796,1377,14,2025-03-24,MobileApp,83,0.75,0,Mobile
797,1201,1,2025-01-04,WebBrowser,126,0.84,0,TV
798,935,8,2024-10-24,StreamMax,60,0.64,0,Tablet
799,634,5,2025-03-06,WebBrowser,110,0.77,0,Tablet
800,1892,8,2024-11-06,WebBrowser,91,0.92,1,Tablet
801,874,14,2024-06-18,StreamMax,62,0.48,0,Desktop
802,1432,4,2024-09-21,TabletApp,57,0.63,0,TV
803,1263,8,2024-09-04,StreamMax,139,0.97,0,TV
804,1426,1,2025-01-27,TabletApp,44,0.33,0,Mobile
805,717,1,2025-01-21,WebBrowser,70,0.62,0,Mobile
806,1258,13,2024-10-27,TabletApp,122,0.94,0,TV
807,891,5,2024-10-05,SmartTV,66,0.51,1,TV
808,630,10,2024-10-10,TabletApp,107,0.85,0,Desktop
809,497,10,2024-10-11,SmartTV,71,0.49,0,TV
810,541,13,2024-06-09,MobileApp,73,0.67,0,TV
811,263,6,2025-04-06,TabletApp,93,0.81,0,TV
812,323,1,2024-07-24,MobileApp,145,1.0,0,Desktop
813,981,1,2024-06-23,SmartTV,78,0.51,0,Tablet
814,968,5,2025-03-27,StreamMax,40,0.39,0,Mobile
815,1161,3,2025-01-08,StreamMax,121,0.89,0,Desktop
816,1686,8,2024-06-15,StreamMax,53,0.4,0,Mobile
817,1770,2,2025-01-23,SmartTV,73,0.53,0,Tablet
818,1193,2,2024-11-20,StreamMax,109,0.74,0,Tablet
819,162,15,2025-03-21,SmartTV,70,0.73,0,TV
820,1425,2,2024-11-15,StreamMax,67,0.58,0,TV
821,420,1,2024-10-30,MobileApp,60,0.43,1,Desktop
822,510,1,2025-02-07,MobileApp,60,0.43,0,Mobile
823,1359,3,2025-01-17,TabletApp,112,0.8,0,Tablet
824,1107,11,2024-06-15,MobileApp,40,0.32,0,TV
825,1194,5,2024-06-26,WebBrowser,40,0.41,0,TV
826,540,1,2024-09-05,StreamMax,65,0.51,0,TV
827,335,14,2024-08-22,WebBrowser,107,0.87,0,Desktop
828,690,6,2024-08-21,TabletApp,46,0.44,1,Desktop
829,34,1,2025-03-15,MobileApp,113,0.99,1,Desktop
830,405,1,2024-10-08,WebBrowser,62,0.61,0,TV
831,22,14,2025-01-11,WebBrowser,95,0.9,0,TV
832,646,10,2024-10-06,MobileApp,88,0.93,0,TV
833,161,2,2024-08-28,WebBrowser,113,0.94,0,Mobile
834,1468,2,2024-08-07,SmartTV,51,0.33,0,Mobile
835,1470,1,2024-08-23,SmartTV,79,0.76,0,TV
836,1668,1,2024-12-29,WebBrowser,75,0.48,0,Mobile
837,976,12,2025-04-25,SmartTV,113,0.75,1,Tablet
838,1612,1,2025-04-04,SmartTV,106,0.96,0,TV
839,466,8,2025-03-02,MobileApp,131,0.91,0,Tablet
840,696,8,2025-02-14,MobileApp,87,0.91,0,Mobile
841,1198,11,2024-11-23,SmartTV,88,0.57,0,Desktop
842,995,14,2024-10-06,TabletApp,107,0.74,0,Mobile
843,205,11,2024-08-06,StreamMax,33,0.36,0,Mobile
844,710,2,2025-03-11,StreamMax,55,0.59,0,Mobile
845,993,13,2024-10-28,TabletApp,91,0.79,0,Mobile
846,1269,8,2025-04-13,MobileApp,63,0.48,0,Mobile
847,354,6,2024-08-29,WebBrowser,60,0.4,0,Desktop
848,931,2,2024-09-02,SmartTV,54,0.41,0,Mobile
849,772,5,2024-11-12,TabletApp,94,0.78,1,Tablet
850,394,12,2024-09-08,TabletApp,72,0.82,1,Desktop
851,603,15,2024-11-02,SmartTV,54,0.61,0,Tablet
852,1189,6,2024-11-17,StreamMax,45,0.31,1,Mobile
853,1258,13,2024-12-11,StreamMax,110,0.84,0,TV
854,1397,2,2025-01-16,WebBrowser,72,0.65,0,Desktop
855,1798,1,2025-04-03,MobileApp,115,0.82,0,Tablet
856,972,14,2024-11-11,SmartTV,92,0.86,0,Mobile
857,1815,5,2024-12-22,MobileApp,52,0.54,1,Desktop
858,756,1,2025-03-21,MobileApp,87,0.81,0,Mobile
859,1893,1,2025-01-20,TabletApp,90,0.71,0,Tablet
860,1369,2,2024-08-18,TabletApp,82,0.75,0,Desktop
861,773,1,2025-02-03,TabletApp,67,0.74,0,Desktop
862,220,2,2024-09-23,StreamMax,70,0.76,0,Desktop
